X1	Y1	ProbId1	X2	Y2	ProbId2	X3	Y3	ProbId3	X4	Y4	ProbId4	X5	Y5	ProbId5	
287	363	NaN	337.5	239	NaN	276.5	201	NaN	1749.5	126.96	NaN	1775.5	285.5	NaN
287	367	NaN	337.5	239	NaN	277.5	201.5	NaN	1749.4	126.06	NaN	1777	277.5	NaN
286	371	NaN	337.5	239	NaN	278.5	202.5	NaN	1749.2	125.2	NaN	1779	270	NaN
286	375	NaN	337.5	239	NaN	279	203	NaN	1749	124.34	NaN	1780.5	262.5	NaN
286	379	NaN	337.5	239	NaN	280	203.5	NaN	1748.9	123.51	NaN	1782.5	254.5	NaN
285.5	383	NaN	337.5	239	NaN	280.5	204.5	NaN	1748.8	122.67	NaN	1784.5	247.5	NaN
285	387	NaN	337.5	239	NaN	280.5	204.5	NaN	1748.6	121.84	NaN	1786.5	239.5	NaN
285	391	NaN	337.5	239	NaN	280.5	204.5	NaN	1748.5	120.98	NaN	1788.5	231.5	NaN
285	395	NaN	337.5	239	NaN	280.5	204.5	NaN	1748.4	120.06	NaN	1790.5	224.5	NaN
285	399	NaN	337.5	239	NaN	280.5	204.5	NaN	1748.2	119.2	NaN	1792.5	216.5	NaN
284.16	402.93	NaN	337.5	239	NaN	280.5	204.5	NaN	1748	118.37	NaN	1794.5	209	NaN
284	407	NaN	337.5	239	NaN	280.5	204.5	NaN	1747.9	117.48	NaN	1796.5	201.5	NaN
284	411	NaN	337.5	239	NaN	280.5	204.5	NaN	1747.8	116.61	NaN	1797.6	193.54	NaN
284	415	NaN	337.5	239	NaN	280.5	204.5	NaN	1747.7	115.7	NaN	1799.5	186.36	NaN
284	419	NaN	337.5	239	NaN	280.5	204.5	NaN	1747.5	114.82	NaN	1800	184.5	NaN
